speaker,speaker_confidence,text,target,sentiment,category,summary
남희두,0.95,해은님과 마음 놓고 같이 재밌는 시간 보내고 하긴 했는데 나연이랑 했던 것들이니까 좀 저도 모르게 나연이가 생각나던데요 나연이는 거의 제가 들고 탔었어요 공중에 띄워서 거의 놀이기구 타듯이. 엄청 재밌어했었어요 솔직히 계속 나긴 했어요 스케이트 탔던 기억 어쩔 수 없는 것 같아요. 이거. 그냥 여자랑 같이 스케이트 단둘이서 탄게 나연이가 처음이에요. 숨어서 울고 있는 이나연 ------------------ 씬5 그룹대화,이나연,negative,attention,"남희두는 이나연과 스케이트를 탔던 기억을 떠올리며, 다른 여자와 함께 있어도 이나연 생각에 괴로워함. 과거 이나연과 즐거웠던 추억을 회상하며 힘들어함."
남희두,0.95,아직 적응을 해야 될 것 같아요 사람들 다 있었어가지고 거기서 또 제가 반기면 바로 걸리지 않을까요?,None,neutral,observation,"새로운 환경에 적응해야 하며, 다른 사람들 앞에서 특정 행동을 할 경우 발생할 수 있는 결과에 대한 우려를 표현함."
남희두,0.95,아 먼저 드세요. 먼저 드세요,None,neutral,instruction,상대방에게 먼저 식사할 것을 권유하는 발언.
남희두,0.95,"태이님이 잘 챙겨주시던데, 기다리시던데요?",None,neutral,attention,다른 출연자(태이)에 대한 언급이 나타남.
남희두,0.95,어느 정도는 있는 것 같아요.,None,neutral,ambiguous,"상대방의 감정에 대한 동의 또는 긍정의 표현으로 보이나, 구체적인 대상이나 내용이 없어 감정의 방향성을 특정하기 어렵습니다."
이나연,0.95,근데 왜 스시 갑자기?,,neutral,general,스시에 대한 이유를 묻는 질문
남희두,0.95,짠 할까요,None,neutral,social_interaction,술자리에서 함께 술잔을 부딪히며 친목을 다지자는 제안
남희두,0.95,"저 잔 없는데? 잠깐만 아, 내가 갖고 올게.",None,neutral,statement,자신의 잔이 없음을 인지하고 가져오겠다고 말함.
이나연,0.95,아 한 병 더?,None,neutral,social,술을 더 마실지 묻는 발언.
이나연,0.95,내가 나 번호 완전 잘 기억한단 말이야.,None,neutral,attention,자신의 기억력을 어필하는 발언
이나연,0.95,뭐하고 있었어?,None,neutral,question,상대방의 행동에 대해 묻는 질문
이나연,0.95,뭐하고 있었어 거기서?,None,neutral,question,상대방의 행동에 대해 질문하는 발언
이나연,0.95,잔 있어요? 갔다줄까,None,neutral,offer,상대방에게 잔을 가져다 주겠다는 제안을 하고 있다.
남희두,0.95,짠짠 ~,,neutral,social,술자리에서 건배를 제안하는 발언.
이나연,0.95,그니까. 오빠가 가면 되잖아. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,남희두,neutral,statement,남희두에게 가면 된다고 말하며 웃음
이나연,0.95,어 나 취한 것 같아.,None,neutral,self_state,취한 상태를 언급함
이나연,0.95,젤리가 근데 왜 차에 있지?,,neutral,question,젤리가 차에 있는 이유에 대한 의문
이나연,0.95,비밀로 하기로 했잖아,None,negative,갈등,비밀을 지키지 않은 것에 대한 불만
이나연,0.95,야 누구지? 원빈인가?,,neutral,question,누군가를 보고 누구인지 묻는 질문
이나연,0.95,전혀 상상도 못했어요. 그 해은님이랑 엄청 친해 보였거든요. 근데 문자가 와서 그 문자를 받는 순간 감정이 너무 요동쳤어요 ---------------------------------------------------------------- 씬6 1:1 대화,None,negative,attention,해은과의 친분에 대한 예상 밖의 문자를 받고 감정이 요동침.
남희두,0.95,아 깜짝이야..,,neutral,reaction,놀람을 표현하는 발언
이나연,0.95,내가 문자 안보내서 서운해?,None,negative,attention,상대방에게 서운함을 느끼고 있는지 직접적으로 질문하는 발화
남희두,0.95,어?,,neutral,reaction,상대방의 말에 대한 단순 반응
이나연,0.95,내가 문자 안보내서 서운했어?,남희두,negative,서운함,상대방에게 문자를 보내지 않아 서운했는지 물어보는 발언
남희두,0.95,아니,,neutral,response,단순한 부정 응답
이나연,0.95,왜 보냈어?,None,negative,attention,상대방에게 메시지를 보낸 이유에 대한 불만을 드러냄.
남희두,0.95,오해하지마. 없음 있었으면 없음 보내려고 했어,None,neutral,statement,오해를 풀려는 발언
이나연,0.95,그래? 삐졌지? 나도 너 생각 많이 하고 너무한테 보낼까 하고 있을 정도로 나도 니가 신경이 안 쓰이진 않아,남희두,negative,attention,상대방의 감정을 확인하며 자신도 상대방을 신경 쓰고 있음을 어필하고 있다.
이나연,0.95,나는 네가 나한테 보낼지 몰랐어.,None,neutral,attention,상대방이 자신에게 메시지를 보낼 것이라고 예상하지 못했음을 나타내는 발언.
남희두,0.95,그거 나 안보냈어,None,neutral,statement,상대방에게 특정 내용을 보내지 않았음을 진술함.
이나연,0.95,그거 와 ㅋㅋㅋㅋㅋ 그거 온다고,,neutral,no_context,상황에 대한 언급
남희두,0.95,내가 말했잖아 없음. 어쩔 수 없이 너한테 보낸거야,None,negative,갈등,상대방에게 어쩔 수 없이 메시지를 보냈음을 언급하며 불만을 표현함.
이나연,0.95,내가 지금 너가 신경 안 쓰이는게 아니야 너 생각 많이 해,None,mixed,관계,"화자는 상대방을 신경 쓰고 있으며, 생각을 많이 하고 있다고 표현하며 복합적인 감정을 드러내고 있다."
남희두,0.95,"너 바로 나가, 오늘?",None,neutral,question,남희두가 상대방에게 오늘 바로 나가는지 묻는 질문
이나연,0.95,아니 나 오늘 뭐 있어,None,neutral,statement,이나연이 오늘 일정이 있음을 언급함
남희두,0.95,뭐? 왜그래? 왜 웃어 근데? 어떻게 하는거야? 발라줘봐,None,neutral,question,상대방의 행동에 대한 질문과 요청이 섞인 발언
이나연,0.95,이렇게 해서 이렇게 바르면 모공이 가려져,,neutral,cosmetics,화장품 사용법에 대한 설명
남희두,0.95,"그럼 위에, 이마에도 바를까?",None,neutral,cosmetics,화자가 상대방에게 화장품을 이마에도 바를지 묻는 질문
이나연,0.95,해야지해야지 머리 잡아줘?,남희두,positive,initiative,머리를 잡아주겠다는 제안을 통해 호감을 표현하고 관계 형성을 시도하는 발언
남희두,0.95,아니,None,neutral,response,부정적인 의사 표현
이나연,0.95,오늘 뭐해? 미팅?,,neutral,initiative,상대방에게 스케줄을 묻는 질문
남희두,0.95,"나도 데이트 있어 [패널] ㅎㅎㅎ아 귀여워. 귀엽다니까 저 센 척, 허세 아니 둘이 성격이 극과 극이다 진짜",None,positive,admiration,귀엽다고 칭찬하며 호감을 표현함.
남희두,0.95,데이트 뭐하는데?,None,neutral,일상,상대방의 데이트 계획에 대한 질문
이나연,0.95,카페 가,,neutral,suggestion,카페에 가자는 제안을 하고 있다.
남희두,0.95,자연스럽게 나 데이트 가 이러면 되지 왜 이렇게 눈치 보면서 그래? 내 눈치 보지마 왜봐 눈치를?,None,negative,불만,"상대방이 눈치를 보는 행동에 대한 불만을 표현하며, 데이트에 대한 솔직한 태도를 요구하고 있다."
이나연,0.95,"눈치 안봐. 너도 보지마, 너도 내 눈치 보지마",None,negative,갈등,"상대방에게 눈치를 보지 말라고 강하게 말하는 것으로 보아, 상대방과의 관계에서 불편함이나 갈등을 느끼고 있음을 드러낸다."
남희두,0.95,진짜 안 봐도 돼?,None,neutral,question,상대방에게 무언가를 보지 않아도 되는지 확인하는 질문
이나연,0.95,"보,본거야?",None,neutral,question,상대방에게 무엇을 보았는지 묻는 질문
남희두,0.95,응,,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
이나연,0.95,이게?,,neutral,none,지시 대명사 '이게'에 대한 직접적인 감정이나 의도 파악이 어려움
남희두,0.95,응,,neutral,response,상대방의 말에 동의하거나 긍정하는 짧은 대답.
이나연,0.95,"내 눈치 왜 봐, 보지 말아야지",None,negative,attention,상대방에게 자신을 의식하지 말라고 직접적으로 표현하며 불편한 감정을 드러냄.
남희두,0.95,오늘 스케줄을 알어 너가? 뭐할지?,None,neutral,information_seeking,상대방의 스케줄을 묻는 질문
이나연,0.95,아니 몰라,None,negative,불만,대화 상대방에 대한 불만을 표현함.
남희두,0.95,늦게 올 수도 있는거야?,None,neutral,question,상대방의 도착 시간에 대한 질문
이나연,0.95,아니 카페 가자고 해가지고 카페만 갔다 오지 않을까?,남희두,neutral,prediction,남희두와 카페에 가는 상황에 대한 예측
남희두,0.95,누구랑?,None,neutral,question,상대방에게 누구와 있는지 묻는 질문
이나연,0.95,말해도 돼?,None,neutral,initiative,상대방에게 질문할 의향을 묻는 발화
남희두,0.95,말하면 안 되는 거야?,None,neutral,question,상대방에게 말을 해도 되는지 묻는 질문
이나연,0.95,태이,,neutral,attention,화자는 '태이'라는 다른 출연자의 이름을 언급함.
남희두,0.95,아아 왜웃어?,None,neutral,question,상대방의 웃는 이유를 묻는 질문
이나연,0.95,너가 웃어서. 왜웃어? 마음에 안드나봐?,None,negative,불쾌,"상대방의 웃음에 대한 불쾌감을 드러내며 이유를 묻고, 마음에 들지 않는지 추궁하는 발언."
남희두,0.95,"너가, 너가 웃어서",이나연,positive,attention,상대방의 웃는 모습에 대한 긍정적 반응을 보임.
남희두,0.95,아무튼 근데 나 겁나는 거 사람들 있을 때 너한테 대하는 게 잘해줄 수도 없고 뭐,이나연,negative,불안,남희두가 사람들이 있을 때 이나연에게 잘해주지 못할까 봐 걱정하는 발언
남희두,0.95,잘해줘 그냥,None,neutral,instruction,상대방에게 잘해달라고 요청하는 발언
남희두,0.95,잘해주면 더 이상하지,None,negative,불안,상대방이 잘해주는 것에 대해 오히려 불안감을 느끼는 발언
남희두,0.95,"안 이상해, 사람들 다 잘해주는데 너만 안 잘해줘 그게 더 이상해",이나연,negative,불만,사람들은 다 잘해주는데 이나연만 잘해주지 않는 것에 대한 불만을 표현함.
남희두,0.95,아 적응 못해서 그래 사실 맨 처음부터 그렇게 갑자기,None,negative,불안,새로운 환경에 적응하지 못하는 것에 대한 불안감을 표현함.
남희두,0.95,"알려주고 가, 어떻게 하는 거야 어떻게 하는거야",None,negative,불안,상대방에게 방법을 알려달라고 재촉하며 불안감을 드러냄.
남희두,0.95,왜 숨어 숨는게 더 이상해,None,neutral,question,숨는 행동에 대한 의문
남희두,0.95,"내가 먼저 나갈까, 그냥?",None,neutral,question,남희두가 먼저 나갈지 여부를 묻는 질문
이나연,0.95,"어, 먼저 나가봐 -------------------------------------------------------- 씬7 그룹대화",,neutral,instruction,먼저 나가보라고 지시함
이나연,0.95,왜 그랬는지 모르겠는데 희두 눈치가 엄청 보였어요. 희두 표정이 안 좋더라고요,남희두,negative,attention,남희두의 표정을 살피며 눈치를 보는 감정을 드러냄.
남희두,0.95,"드세요, 빨리... 음식 식어요.",None,neutral,instruction,음식을 빨리 먹으라고 권유하는 발언
이나연,0.95,저 배불러가지고..,,neutral,statement,배부르다는 상태를 표현함.
남희두,0.95,그럼 우리 먹을까?,None,neutral,relationship,식사를 제안하는 발언
이나연,0.95,네 드세요 드세요,None,neutral,unclassified,음식을 권유하는 발언
이나연,0.95,오늘 뭐 했어요?,None,neutral,question,상대방의 하루 일과를 묻는 질문
남희두,0.95,그쵸 먹고 있었죠,None,neutral,response,상대방의 말에 동의하며 대화에 응하는 발언
이나연,0.95,짠 할까요? 다른 남자와 함께 있는 이나연을 보면서 심기 불편한 희두.,이나연,negative,attention,다른 남자와 함께 있는 이나연을 보면서 심기 불편함을 드러냄.
남희두,0.95,강아지 보고싶다,None,neutral,desire,강아지에 대한 그리움을 표현
남희두,0.95,강아지? 키워요?,None,neutral,question,상대방에게 강아지 키우는지 묻는 질문
남희두,0.95,아 예,,neutral,response,상대방의 말에 대한 단순한 대답.
이나연,0.95,"아, 비숑.",,neutral,animal,강아지 종류인 비숑을 언급함
남희두,0.95,누구 닮아요?,None,neutral,appearance,외모에 대한 질문
이나연,0.95,제 강아지는 진짜 귀여운데. 너무 귀엽지 않아? 왜인지 모르겠는데 이렇게 돼서 너무 귀여워. 귀엽죠?,,positive,애정표현,강아지에 대한 애정을 표현하며 귀여움을 강조하는 발언
남희두,0.95,못생겼는데요,None,negative,appearance_criticism,외모에 대한 부정적인 평가를 표현함.
이나연,0.95,못생겼대,None,negative,appearance,외모에 대한 부정적인 평가를 전달함
이나연,0.95,진짜 기절 초풍이다. ---------------------------------------------------------------- 씬8 1:1 대화,None,negative,emotion_polarity,기절 초풍이라는 표현에서 부정적인 감정이 드러남.
남희두,0.95,뭐해? (음료 주며) 뜨거워,None,neutral,question,상대방에게 무엇을 하고 있는지 묻고 음료가 뜨겁다는 정보를 전달함.
이나연,0.95,너 표정 너무 안좋잖아,None,negative,attention,상대방의 표정이 좋지 않음을 언급하며 걱정하는 발언
남희두,0.95,네가 나라고 생각해봐 내가 딱 와서 어땠을것 같아,이나연,positive,attention,"상대방에 대한 호감과 궁금증을 표현하며, 긍정적인 반응을 기대하는 발언"
남희두,0.95,"아니, 아무리 헤어졌어도 사람이 서로 예의는 있어야 하는 거 아니야? 너 생각만 하는 것 같아",이나연,negative,불만,"헤어진 후 예의를 지키지 않는 상대방에 대한 불만을 표현하며, 상대방이 자기 생각만 한다고 비판함."
남희두,0.95,머리에서 네 뒷모습이 떠나가질 않아,이나연,positive,attention,"남희두가 이나연에 대한 그리움을 표현하며, 뒷모습이 계속 떠오른다고 말함."
남희두,0.95,"사람들 다 앞에 차 타고 옆에 형 차 타고 , 나 혼자 타고 나 기분 나쁜 거 다 티 나고",None,negative,불만,혼자 차를 타게 되어 기분이 나쁘다는 감정을 드러냄.
남희두,0.95,지금 어쨋든 X인 걸 서로 들키면 안 되는 상황이잖아,,neutral,attention,현재 상황에 대한 언급: X인 것을 들키면 안 되는 상황임을 강조.
남희두,0.95,적어도... 옆에 내가 있었는데 왜 일부러 난 더 약 올리는 줄 알았어 너가 나.,이나연,negative,불만,"상대방의 행동에 대한 불만을 표현하며, 일부러 약 올리는 것처럼 느껴졌다고 말함."
이나연,0.95,솔직히 너도.. 잘 지내는 줄 알았어 해은 언니랑,,neutral,attention,해은에 대한 언급을 통해 해은에게 관심을 표현함.
남희두,0.95,너는? 너는 여기서 지내면서 재밌게 논 적 없어? 그러고 나서 내 신경 하나도 안썻다는 거야,이나연,negative,불만,상대방이 자신을 신경 쓰지 않았다는 것에 대한 불만을 표현하고 있다.
남희두,0.95,네 신경 엄청 쓰였다고,이나연,negative,attention,상대방에 대한 걱정과 부정적인 감정이 드러나는 발언
이나연,0.95,말만 그렇게 하면 사람 몰라요,None,negative,갈등,"상대방의 말과 행동 불일치에 대한 불만족을 표현하며, 상대방에 대한 불신을 드러냄."
이나연,0.95,난 네가 내 마음 알 줄 알았어,None,negative,attention,상대방에 대한 서운함과 실망감을 드러냄.
남희두,0.95,아니? 내가 어떻게 알아 네 마음을? 이미 헤어진 상태인데,None,negative,갈등,"상대방의 마음을 알 수 없다는 답답함을 표현하며, 이미 헤어진 상태임을 언급."
이나연,0.95,알 줄 알았다고 그냥,None,neutral,none,상대방의 행동에 대한 체념 또는 예상
남희두,0.95,"그러니까 넌 너 혼자 깨달은 게 아니고, 내가 이렇게 얘기를 하니까 알게된 거야",None,neutral,clarification,상대방의 깨달음이 혼자만의 것이 아니라 자신의 설명으로 인한 것임을 확인하는 발언.
이나연,0.95,시기의 차이인 거지,None,neutral,observation,상황에 대한 일반적인 언급
남희두,0.95,뭐가 시기의 차이야? 중요한거야,None,neutral,clarification,상대방에게 '시기'의 차이가 무엇인지 질문하며 중요성을 묻는 발언
이나연,0.95,이제 너 존중할게 네 생각할게,None,positive,initiative,화자가 상대방을 존중하고 생각하겠다는 적극적인 의사 표현을 드러냄.
남희두,0.95,"아냐, 아냐 안 해도 돼.",None,neutral,response,상대방의 행동에 대한 거절 의사를 표현함.
남희두,0.95,나는 내 신경만 쓸 테니까 앞으로 (사전 만남때) 거기서 오랜만에 봐서 보고 싶었다며 적어도 그런거는,이나연,negative,attention,사전 만남에서 오랜만에 봐서 보고 싶었다는 말에 대한 불쾌감
남희두,0.95,나 혼자만 그렇게 생했다는 거에 대해서 더 너무 ..,None,negative,emotion_polarity,혼자만 그렇게 생각했다는 것에 대한 부정적 감정
이나연,0.95,아니라고,None,negative,emotion_polarity,부정적인 감정을 표현함.
남희두,0.95,얼른 들어가,None,neutral,directive,상대방에게 어떤 행동을 지시하는 발언
남희두,0.95,저는 그냥 있는 제 마음을 얘기했어요. 근데 솔직히 X 채팅했던 거와 너무 달랐다. 내가 생각하기엔,,negative,attention,전 연인과의 채팅과 현재 상황이 다르다고 언급하며 불만을 표현함.
이나연,0.95,채팅할 때 보고 싶다고 말해놓고 너무... 자기를 신경 안 쓰고 아무렇지 않게 다른 남자랑 어떻게 그럴 수 있냐. 진짜 적어도 신경을 써줘야 하는 거 아니야. 제가 막 말도 안 하니까 그게 서운했나 봐요. 여기서 제일 가깝고 믿을 게 너밖에 없는데 너는 왜 나를 존중하지 않냐.,남희두,negative,갈등,"채팅에서 보고 싶다고 말했는데, 상대방이 다른 남자와 아무렇지 않게 지내는 모습에 서운함을 느끼며, 자신을 존중하지 않는다고 생각함."
이나연,0.95,"솔직히 제가 잘못한 건 없어요. 다 알고 나온 거고 그러기로 하고 나온 거고. 새로운 사람 만나겠다고 나온 건데, 마음은 그게 안 되니까 또 그 마음이 느껴지니까 아프게 한 게 너무 미안하더라고요. ---------------------------------------------------------------- 씬9 오해풀기 대화",None,negative,attention,"새로운 사람을 만나려고 나왔지만, 마음대로 되지 않아 상대를 아프게 한 것에 대한 미안함을 표현하고 있다."
남희두,0.95,뜨거워 아무도 모르는데 나도 모르게 의지하게 되고 너무.. 괜찮을 줄 알았고 좀... 아무렇지 않을 줄 알았는데,None,negative,불안,전 연인과의 관계에 대한 불안함과 의존적인 감정을 표현하고 있다.
이나연,0.95,무슨 얘기하는 거야?,,neutral,question,대화 내용에 대한 질문
남희두,0.95,너를 다시 만나야겠다 보고 싶다 라고 해서 오는 것 보다는 당연히 보기 싫은 건 아니지 너가 갑자기 이렇게 울고 있으면 내가 미안하잖아 너는 아예 그냥 다른 사람이랑 만나려고 나온 거야?,이나연,negative,갈등,남희두가 이나연에게 미안함과 함께 다른 사람을 만나려고 나온 것인지 질문하며 불안감을 드러냄.
이나연,0.95,새로운 사람을 만나겠다는 마음으로 여기 나온 건 맞아. 근데 나의 오로지 관심사는 새로운 사람 알아가는 거였잖아. 너 보기 전까지,남희두,positive,attention,새로운 사람을 만나기 위해 나왔지만 남희두를 보기 전까지는 새로운 사람에게만 관심이 있었다고 말하며 호감을 표현함.
남희두,0.95,너의 마음을 알려고 해도 난.... 여기서 대화도 안 해봤지. 오자마자 사람들 눈치 보느라. 그러니까 너는 아무튼 내가 보고싶어서 나온건 아니라는 거네 결국에는,이나연,negative,불안,상대방이 자신을 보고 싶어서 나온 것이 아니라는 사실에 대한 불안감을 드러냄.
이나연,0.95,그랬지. 우리가 안 만난 시간이 길었잖아. 그 사이에 또 새로운 사람 만나고자 하는 마음도 생기긴 했지. 미안해 그리고..(울고 있음),남희두,negative,attention,이나연은 남희두에게 미안함을 느끼며 눈물을 보임. 만나지 못한 시간 동안 새로운 사람을 만나고 싶었던 마음에 대한 언급이 있음.
남희두,0.95,미안할 건 아니지,None,neutral,comfort,상대방을 안심시키려는 발언
이나연,0.95,아니 여기서 제일 힘이 들 수도 있는 사람인데 내가 널 무시했던 것 같아,남희두,negative,갈등,상대방을 무시했던 것에 대한 자책과 미안함을 표현하는 발언
남희두,0.95,"빨리 가서 자. 휴지 다 묻었다 아니, 왜왜왜왜 왜 계속 우는거야",None,negative,sympathy,"상대방의 울음에 대한 안타까움과 걱정을 표현하며, 휴지를 언급하는 것으로 보아 눈물을 닦아주려는 행동을 보임."
이나연,0.95,잘자,None,neutral,farewell,상대방에게 잠자리에 들기 전 인사.
남희두,0.95,응 잘자,None,neutral,farewell,상대방에게 잠자리에 들기 전 인사말을 건네는 발언
남희두,0.95,"마음이 이제 되게 정리가 잘 돼서, 제가 오해했던 것들은 풀리기도 했고, 저도 신경 안 쓰면서 마음 가는 대로 하려고요.",None,positive,self_reflection,오해가 풀리고 마음이 정리되어 앞으로는 신경 쓰지 않고 마음 가는 대로 하겠다는 발언.
남희두,0.95,그 얘기 하면서 울더라고요 또 나연이가 우는게 또 마음 안 좋잖아.,이나연,negative,attention,이나연이 우는 모습에 마음이 안 좋다는 발언
남희두,0.95,"괜히 미안했죠, 어느.. 누가.. 아무리 헤어졌어도 우는 모습을 보는 걸 좋아하는 사람 있을까요?",None,negative,sympathy,헤어진 사람의 눈물에 대한 안타까움을 표현하며 미안함을 느낌.
남희두,0.95,"들어가자마자 전 정말 숨이 턱 막혔어요, 나연이와의 기억들로 가득 차있더라고요 그 방이.",이나연,negative,attention,남희두는 이나연과의 과거 기억이 떠올라 힘들어하고 있다.
남희두,0.95,"나연이가 그런 것들을 많이 저장해놨더라고요. (희두가 나연에게 보낸, 나 너 좋아하는 거 넘어선 듯 메시지를 보며) 근데 진짜 그건 아무 생각 없이 사랑하니까 할 수 있었던 말 아닐까요?",이나연,positive,attention,남희두는 이나연과의 과거 메시지를 회상하며 순수한 사랑을 표현했던 자신의 모습에 대해 이야기하고 있다.
남희두,0.95,"정말 처음으로 제일 많이 좋아했던 사람이고, 그 좋아하는 마음을 아마 나연이 때문에 처음 깨달은 날이 아니었을까요? 그래서 저도 모르게, 좋아하는 걸 넘어서서 사랑한다고 말하고 싶었던 거 아닐까요?",이나연,positive,attention,"남희두는 이나연에 대한 자신의 감정이 사랑으로 발전했음을 언급하며, 이나연이 자신에게 가장 처음으로 크게 좋아했던 사람임을 밝히고 있다."
남희두,0.95,발렌타인데이 때 제가 선물로 받았던 거 같에요.,None,neutral,memory,발렌타인데이 선물에 대한 기억을 회상하는 발언
이나연,0.95,거의 이제 교환 가기 며칠 전에 헤어진 거죠. 거기 교환학생 가기 일주일 전이어서 친구들과 친천에서 술을 먹었죠. 이따가 취해가지고 희두도 신촌이고 하니까 보고 싶어서 막 불렀어요.,남희두,negative,attention,"남희두와 헤어진 후 교환학생 가기 전, 술에 취해 남희두를 보고 싶어 불렀다는 발언에서, 부정적인 감정과 남희두에 대한 관심이 드러남."
남희두,0.95,"이제 운동이 끝나고 숙소로 가고 이제 빨리 씻고 자야 되는 상황인데, 나연이는 취해서 그걸 뭐라고? 근데 맨정신에는 안그럴텐데, 술 취해가지고 왜 안 오냐. 근데 그런 모습이 얘가 너무 생각이 짧다는 생각이 들고, 나를 배려하지 않는다는 생각이 들고, 근데 어찌 됐든 가긴 갔어요. 나연이는 서운한 게 있으면 저한테 얘기하고, 차라리 저한테 욕하고 그랬으면 좋겠는데, 친구들한테 제 욕을 또 쭉 술김에 했던 거잖아.",이나연,negative,불만,"술 취한 이나연의 행동에 대한 불만과 서운함을 표현하며, 특히 친구들에게 자신의 험담을 한 것에 대해 불쾌감을 드러냄."
남희두,0.95,"가자마자 그 친구가 하는 말, '네가 좀 잘해야지' 뭐 이런 식으로, 아무튼 걱정이 되니까, 저는 피곤해도 왔는데, 그러고 있으니까 그 얘기를 또 그 친구한테 들어보니까, 기분이 되게 나쁘더라고 그런 모습들이 좀... 아니다 싶었어요. 대답을 해야 되지 않겠어요. 왜냐면 그때도 어차피 교환도 당장 다음 주면 가는 거고, 지금 마음은 이렇고, 이런 마음은 풀 시간도 없고, 너무 많이 실망을 해서 네.",None,negative,불만,"상대방의 행동에 대한 실망감과 불쾌감을 표현하며, 관계에 대한 부정적인 감정을 드러냄."
이나연,0.95,희두가 헤어지자 하더라고요.,남희두,negative,attention,"남희두가 헤어지자고 말한 것에 대한 언급으로, 부정적인 감정이 드러남."
이나연,0.95,"근데 그때는 제가 희두를 너무 좋아해서 엄청 매달렸어요, 제가. 그때 연대 북문에서 희두 기숙사 앞에서 헤어지자고 했는데, 제가 뭐.. 못 헤어지겠다고 막 울고 쫒아가서 껴안고 그땐 그랬죠. 그때는 진짜 힘들었어요. 뭔가 내가 좋아하는 사람을 못 보게 되는 게 처음이었고, 모든 교환 학생의 계획이 휴두에 맞춰져 있었어요.",남희두,negative,attention,"과거 남희두를 좋아해서 매달렸던 경험과 이별을 힘들어했던 감정을 토로하며, 교환 학생 계획이 남희두에게 맞춰져 있었음을 언급함."
이나연,0.95,"1월쯤에 한국에 다시 잠깐 왔었거든요. 오기 직전에 희두가 갑자기 연락이 왔어요. 그냥 뜬금없이 나연아 이렇게만 와가지고, 그 말 한마디에 완전 흔들리는 거예요. 연락받고 싶고 전화하고 싶고.",남희두,positive,attention,"남희두의 연락에 흔들리는 감정을 드러내며, 연락을 받고 싶어하는 마음을 표현함."
남희두,0.95,"그냥 진짜 생각이 갑자기 나서, 그냥 진짜 뜬금없이 제가 연락을 했어요.",None,neutral,recollection,과거에 갑작스럽게 연락했던 경험을 회상하며 이야기하고 있다.
이나연,0.95,"답장하고 전화하면서 나 곧 한국가니까 보자, 그냥 또 그때 자연스럽게 다시 만나게 된 것 같아요.",None,neutral,attention,한국에 돌아간 후 자연스럽게 다시 만났다는 언급을 통해 과거 연애 맥락을 간접적으로 드러냄.
남희두,0.95,"오랜만에 보니까 더 좋더라구요. 난 자연스럽게 연락하다가, 다시 만나자 나연이랑 뭔가 있는 것처럼, 그냥 계속 다시 만났어요.",이나연,positive,attention,"오랜만에 다시 만난 이나연에 대한 호감을 표현하며, 자연스럽게 재회하게 된 과정을 설명함."
이나연,0.95,저는 근데 그땐 더 좋았어요.,,negative,attention,"과거에 대한 미련을 드러내는 발언으로, '그때'라는 표현을 통해 전 연인(X)에 대한 언급을 간접적으로 내포하고 있다."
남희두,0.95,문제점을 알아서 그 문제점 없으면 다시 잘해볼 수 있을 거라는 생각이 들고요.,None,neutral,None,문제점을 파악하면 다시 잘 해볼 수 있다는 생각.
이나연,0.95,"커플링을 거의 이제 3년 차에 했어요. 희두가 작년 화이트데이 때 백화점에 가쟤요, 까르띠에를 데려가더라고요.",남희두,positive,attention,"남희두와 3년째 연애 중이며, 남희두가 화이트데이에 까르띠에에 데려간 것에 대한 언급을 통해 긍정적인 감정을 드러냄."
남희두,0.95,커플링을 나연이가 하고 싶어 했어요. 근데 저는 바로는 안했죠. 왜냐면 커플링 하면 뭔가 좀 딥한... 신중한 편이어서 제가. 그랬다가 마음먹고 해줬죠.,이나연,중립,상황 설명,"과거 커플링을 하게 된 계기를 설명하며, 신중한 성격 때문에 바로 하지는 않았지만 마음 먹고 해줬다고 이야기함."
이나연,0.95,앞으로 우리 오래 낄 건데 좋은 거 끼워주고 싶었다고 하더라고. 제 거에는 다이어도 하나 박혀있어요. 희두가 제 거에만 박아줬어요. 비싸니까.,남희두,positive,attention,남희두가 자신에게만 다이아를 박아줬다는 사실을 언급하며 호감을 드러냄.
남희두,0.95,(나연과의 추억에 X룸에서 오열하는 희두) 정말 이별이란게 참 누구한테나 쉽지 않은 거구나 이별을 완벽히 했던 게 아니었구나를 느꼈어요. ------------------------------------------------------ 씬11 X 영상,None,negative,attention,남희두는 이별 후 X룸에서 오열하며 이별이 쉽지 않음을 느낌.
이나연,0.95,근데 그게 저는 희두가 안 할 줄 알았어요. 이미 저랑 끝났다고 생각을 하면 안 할 줄 알았거든요. 걔 성격상? 근데 한다고 해서 되게 놀랬고 그래서 조금 좋았어요. 아직 나를 100% 잊은 건 아닌가?,남희두,positive,attention,"남희두가 보인 행동에 놀라움과 함께 호감을 표현하며, 아직 자신을 잊지 않았을 가능성에 대해 생각하고 있다."
이나연,0.95,처음 만난 남자는 아닌데 첫사랑은 맞는 것 같아요 가족만큼 사랑했던 것 같아요,None,positive,attention,"첫사랑에 대한 긍정적 감정을 표현하며, 가족만큼 사랑했다고 언급함."
남희두,0.95,나연이 만큼 마음이 가는 사람은 없었어요. 그만큼 마음을 연 거는 처음이에요.,이나연,positive,attention,"이나연에 대한 강한 호감과 애정을 표현하며, 그에게 마음을 열었음을 강조함."
