speaker,speaker_confidence,text,target,sentiment,category,summary
성해은,0.99,(출연진들이랑 함께 모여 규민과의 데이트를 회상하며) 나 진짜 헬스장 데이트 좋아했어. 진짜 운동했지. 이제 한 세트 끝나면 한 세트 하고. 한 세트 끝나면 한 세트 하고. 그게 된다고? 나 너무 좋았지. 그리고 끝나고 소고기 먹으러 가고.,정규민,positive,회상,규민과의 헬스장 데이트를 회상하며 좋아했다고 말함. 운동 후 소고기를 먹으러 간 것도 좋았다고 함.
정규민,0.99,"기억에 남는 데이트라면 그냥 평소 데이트? 근데 나는 그냥 솔직히 말해서 평범한 데이트를 많이 했던 것 같아. 그냥 뭐 카페 가고 밥 먹고 근데 나는 그냥 같이 있는 사람이 중요한 거 같아서, 나는 같이 있는 사람이랑 재밌었어서 그래서 그냥 평범한 데이트를 해도 그게 평범하게 느껴지진 않았던 것 같아요.",None,positive,relationship,"정규민은 평범한 데이트를 해도 같이 있는 사람이 중요하다고 생각하며, 그 사람이 좋으면 평범한 데이트도 특별하게 느껴진다고 말한다."
정규민,0.99,(지수와 데이트 했었던 규민) 저는 지수한테 문자 보냈어요. 그날 하루를 지수가 나를 되게 행복하게 해줬고 같이 있어서 너무 즐거웠고 (규민에게 지수를 데이트 상대로 지목하지 않은 이유를 물어봄) (지수와 함께한) 오늘이 재밌었긴 했지만. 다른 사람이랑도 데이트 해봐야지. 이런.,None,positive,affirmation,지수와의 데이트가 즐거웠고 행복했다고 표현하며 긍정적인 감정을 드러냄.
성해은,0.99,"(해은은 다시 속마음 문자를 규민에게 보냄 속마음 문자는 규민에게 비타민 잘 챙겨먹으라는 내용) 저는 규민이 선택했었어요. 일이 아니고 데이트 때문에 얼굴을 보지 못한 거였으니까, 그 와중에도 나는 너 생각하고 있으니까, 비타민 먹으면서라도 내 생각해주고 영양 잘 챙기라고 계속 제가 규민이 생각하는 마음을 전하고 싶었습니다.",정규민,positive,attention,규민을 선택한 이유와 규민을 생각하는 마음을 전달하고 싶어 함.
정규민,0.99,"잘 챙겨 먹고 있어요. 매일 하나씩 먹고 있고, 먹을 때 같이 있는 사람 있으면 나눠 먹고 그러고 있어요.",None,neutral,general,"매일 잘 챙겨 먹고 있으며, 다른 사람들과 나눠 먹는다는 내용."
성해은,0.99,"(규민에게 답문을 받지 못한 해은) (0표 받은 건)전혀 아무렇지 않았고, 제가 (문자) 안 받아도 그..당신의 X는 당신을 선택하지 않았습니다'는 오잖아요 그래서 그게 슬펐어요. 그것만 슬펐어요. 아, 나는 표 안 받아도 되니까, 그냥 그 문자 안 왔으면 좋겠어요.(눈물을 흘리는 해은) 규민이가 선택을 안 하면 좋은데, 어쨌든 누구를 선택한 거잖아요? 그게 아팠어요. (해은에게 질문: 규민에게 문자가 오는 날이 있을까요?) 안 올 것 같은데, (규민에게 문자가)오면은 너무 기쁘겠지만 안올 것 같아요. 기대를 안 하나 봐요, 이제 너무 숨막혔어요. 씬 1 해은 독백",정규민,negative,attention,"규민에게 문자를 받지 못하는 상황과, 다른 사람을 선택한 규민의 행동에 슬픔과 아픔을 느낌. 규민에게 문자가 올 것이라는 기대감을 잃고 힘들어함."
성해은,0.99,"도와줘, 너무 절망적이었어요. -해은 또 상대가 나 기대돼 하고 끝났었거든요.-해은 거기에 슬퍼하고 있는데 또..-해은 그 문자가 와서 진짜 무너졌어요. 마음이 .-해은 두 번째로 문자를 받은 거니까 또 세 번째도 있나 둘 다 했을 것 같아요.-해은 물론 거짓말은 하긴 했지만 데이트하려는 여자들한테 내가 알려주는 상황 자체가 너무 아팠어요.-해은 그리고 두 명이나 규민이 지목한 것도 아팠고, 나는 이렇게 계속 힘든데.. 규민이는 또 내일 행복하겠다,싶은 생각도 들고 -해은 흑흑..흑흑흑.... -해은 씬2 해은규민 숙소대화 (나연과 해은이 규민의 방에가서 수건을 가져오는 상황)",정규민,negative,상처,상대방에 대한 기대가 무너지고 문자를 받아 절망스러움. 데이트 상황을 알려주는 것과 규민이 두 명을 지목한 것에 아픔. 규민이 행복할 거라는 생각에 힘들어함.
성해은,0.99,근데 우리만 말 안 놓은 거 아세요? -해은,정규민,neutral,relationship,"다른 출연자들은 말을 놓았지만, 본인과 특정 인물만 아직 말을 놓지 않았음을 언급하며 관계에 대한 인식을 드러냄."
정규민,0.99,아.. -규민,None,neutral,None,혼잣말
성해은,0.99,네. 좀 티난다고 생각 안 하세요? -해은,None,neutral,opinion,상대방에게 자신의 행동이 눈에 띄는지 묻는 발언
정규민,0.99,응? 말을 많이 못해봐가지고 -규민,None,neutral,lack_of_interaction,정규민이 다른 사람과 말을 많이 못 해본 것에 대해 언급함.
성해은,0.99,저희 둘만 동갑인데 말을 계속 안 놓고 있어요. -해은,정규민,neutral,observation,화자와 정규민 둘만 동갑인데 말을 놓지 않는 상황에 대한 언급.
정규민,0.99,말 편하게 하세요. 그러면. -규민 말을 많이 못해봐서 어색해가지고 편하게 하시죠 그러면. 그렇게 계속 구경만 하지 말고 (수건을) 개던가? -규민 (해은에게 수건을 던지며),성해은,중립,요구,"정규민이 성해은에게 어색함을 해소하고 수건을 개라고 요구하며, 편하게 대할 것을 제안함."
성해은,0.99,ㅎㅎㅎㅎㅎ 기다리고 있었어요. -해은 행복하세요? -해은 (다른 출연자 등장) 이거 이렇게 개는 거 아니에요? -해은 그렇게 어떻게 개요? -해은,None,positive,initiative,"기다림을 표현하며, 다른 출연자에게 살갑게 말을 건네고 행동에 대해 질문하는 등 대화를 주도하려는 모습이 보임."
정규민,0.99,마음대로. 마음대로 하세요. -규민,None,neutral,response,상대방에게 결정을 넘기는 발언.
성해은,0.99,아니 그게 부러워서 물어보는 건데? -해은,None,neutral,question,질문하는 발언
성해은,0.99,(수건을 개며)이렇게? -해은,None,neutral,instruction,수건 개는 방법에 대한 질문
정규민,0.99,저는 그게 맞는 거 같은데? -규민,None,neutral,agreement,화자는 상대방의 의견에 동의하고 있다.
성해은,0.99,이거 가지고 제가 그거 좋아하고 있으니까 그거 가질게요. -해은,None,positive,general,자신이 좋아하는 것을 가지겠다는 긍정적 발언
정규민,0.99,이거 정리할게요.-규민,None,neutral,statement,정규민이 무언가를 정리하겠다고 말함.
성해은,0.99,01:09:11 감사합니다. -해은,None,positive,gratitude,감사 인사를 전하는 발언
정규민,0.99,네. -규민,정규민,neutral,response,상대방의 말에 대한 단순한 응답.
정규민,0.99,아니 미쳤어요 어떻게든 뺏어가려고 -규민,None,negative,갈등,상대방이 무언가를 뺏으려 한다고 강하게 불만을 표현함.
성해은,0.99,아냐 아냐 아냐 아냐 아냐 아냐 죄송해요. -해은,None,negative,apology,자신의 행동에 대해 사과하는 발언
성해은,0.99,유리가 같으시네요. -해은,None,positive,compliment,유리씨에게 외모에 대한 칭찬을 건넴.
정규민,0.99,나 지금 힘이 없어서.. -규민,None,negative,emotion_polarity,정규민이 힘이 없다고 말하며 부정적인 감정을 드러냄.
성해은,0.99,"네네, 힘이 없어 보이는데 저보다. -해은",None,negative,emotion_polarity,힘이 없어 보인다는 말에서 부정적인 감정이 드러남.
정규민,0.99,네. -규민 어우 뭐.. 뭘 하러 가시죠? -규민,None,neutral,question,상대방의 목적지를 묻는 질문
성해은,0.99,01:09:31 네 -해은,None,neutral,response,성해은의 긍정적인 대답
정규민,0.99,01:09:31 올라가실 거예요? 저는 그냥 잠깐 바람 좀 쐬고 싶어서 뭐지? -규민,None,neutral,question,"정규민이 상대방에게 올라갈 것인지 묻고, 자신은 바람을 쐬고 싶다고 말함."
성해은,0.99,뭐하세요? -해은 01:10:13,None,neutral,question,상대방의 현재 활동을 묻는 질문
정규민,0.99,담배 피우지 앉..앉을래? -규민,None,neutral,initiative,정규민이 상대방에게 흡연을 제안하며 대화를 시도하려는 모습이다.
성해은,0.99,나 이거 처음 앉아 봐. -해은,None,neutral,statement,처음 앉아보는 것에 대한 단순 진술
정규민,0.99,아 진짜? 여기 시원하고 좋아 -규민,None,positive,positive,장소에 대한 긍정적 감정 표현
성해은,0.99,왜 이렇게 저한테 거리를 두세요. -해은,None,negative,attention,"상대방이 자신에게 거리를 두는 것에 대한 서운함을 표현하며, 관계에 대한 불안감을 드러냄."
정규민,0.99,"아니, 그런 게 아니고.. 오늘은 오로지 그냥 내가.. 내가 힘들어가지고 -규민",None,negative,emotion_polarity,자신이 힘든 상황임을 토로하는 발언
성해은,0.99,왜? -해은,None,neutral,question,상대방에게 이유를 묻는 질문
정규민,0.99,그냥 이것저것 일이 많아서 -규민,None,neutral,일상,정규민이 여러 가지 일로 바쁜 상황을 언급함.
성해은,0.99,그냥 체력적으로 힘들어? -해은,None,neutral,inquiry,상대방의 피로 원인을 묻는 질문
정규민,0.99,체력적으로도 그렇고 감정적으로도 그렇고 쉽지 않지 -규민,None,negative,negative_emotion,"체력적, 감정적으로 힘든 상황에 대한 토로"
성해은,0.99,세상 신나 보이시던데? -해은,None,neutral,none,상대방의 기분을 묻는 질문
정규민,0.99,오늘은 진짜 하나도 안 신났어 -규민,None,negative,emotion_polarity,정규민은 오늘 기분이 좋지 않다고 직접적으로 표현함.
성해은,0.99,오늘 바쁘지 않으셨어요? -해은,,neutral,question,상대방의 바쁜 정도를 묻는 질문
정규민,0.99,이거 계속 힘들었지 -규민,None,negative,emotion_polarity,상대방의 어려움을 인지하고 힘든 감정을 언급함
성해은,0.99,그래요? -해은,None,neutral,agree,상대방의 말에 동의하는 뉘앙스를 드러냄.
정규민,0.99,나 잠깐 얘기해야 될 사람이 있어가지고.좀 쉬다 나올래? -규민,None,neutral,initiative,정규민이 누군가에게 잠시 이야기를 해야 한다며 쉬었다 나오라고 제안함.
성해은,0.99,나 할 말 있어서 잠깐 나갈게 하고 갑자기 나갔거든요 나연이랑 방에 가서 얘기하더라고요 나도 방에 들어가야되는데.. 둘이 꽤나 오랫동안 이야기 하더라고요 -해은 씬 3 규민해은 대화,정규민,negative,attention,김나연과 정규민이 방에서 오래 이야기하는 것에 대한 불안감을 드러냄.
정규민,0.99,괜찮아? -규민,None,neutral,question,상대방의 상태를 묻는 질문
정규민,0.99,01:12:48 그냥 그냥 물어보는 거야 너가 그때 데이트하고는 되게 힘들었다고 했잖아 -규민,성해은,negative,attention,과거 데이트가 힘들었다는 해은의 말에 대한 언급
정규민,0.99,01:13:06 아 그래? -규민,,neutral,response,상대방의 말에 대한 단순한 반응.
정규민,0.99,01:13:15 나도.. -규민,None,neutral,None,정규민의 짧은 혼잣말
정규민,0.99,"01:13:37 아니, 그 정도는 아니고 궁금해가지고 왔어 -규민",None,neutral,curiosity,궁금해서 왔다는 발언
정규민,0.99,01:13:37 아니 알았어 알았어 그만해 -규민,None,negative,response,상대방의 행동에 대한 불쾌감을 드러냄.
성해은,0.99,01:13:59 안 울어요 아니야 내가 그냥..-해은,성해은,negative,emotion_expression,울지 않으려고 하는 감정을 표현함
정규민,0.99,01:14:14 놀다 잘거지? -규민,None,neutral,relationship,정규민이 상대방에게 잘 놀고 잘 것인지 묻는 발언.
정규민,0.99,안들어가셨네요? -규민,None,neutral,question,상대방의 부재를 확인하는 질문
정규민,0.99,"01:14:31 밖에라도 나가 있을 줄 알았지, 안 추워? -규민",성해은,neutral,question,날씨에 대한 질문을 통해 상대방을 걱정하는 발언
성해은,0.99,01:14:33 나는 방에 들어가고 싶었거든 -해은,None,neutral,statement,방에 들어가고 싶었다는 진술
정규민,0.99,"01:14:35 지금, 지금 비었어 들어가도 될 것 같은데 -규민",None,neutral,suggestion,비어있는 공간에 들어가도 될 것 같다고 제안함.
정규민,0.99,01:14:37 괜찮아? -규민,성해은,neutral,caring,상대방의 상태를 걱정하는 발언
성해은,0.99,01:14:37 괜찮지 -해은,None,neutral,relationship,상대방의 동의를 구하는 중립적 발언
정규민,0.99,"다리, 날에 베인건가? -규민",None,neutral,question,상대방의 다리에 난 상처에 대해 질문하는 발언
성해은,0.99,01:14:37 무슨 할 말이 그렇게 많아? -해은,None,neutral,question,상대방에게 할 말이 많은지 묻는 질문
정규민,0.99,01:14:42 그냥 걱정되는게 있어가지고 물어보려 갔지 그냥 이렇게 얘기했어. 지금 얘기하는 것처럼 -규민,None,neutral,statement,걱정되는 점이 있어서 물어보려고 갔다고 이야기함.
성해은,0.99,굳이? -해은,None,neutral,question,상대방의 의도를 묻는 질문
정규민,0.99,아니 나도 걱정되는게 있어가지고 -규민,None,negative,attention,정규민이 걱정되는 점이 있다고 언급하며 불안감을 드러냄.
성해은,0.99,01:14:55 내가 더 걱정 안돼 근데? -해은,None,negative,attention,자신에 대한 걱정을 상대방에게 확인하며 불안감을 드러냄.
정규민,0.99,01:15:07 괜찮다고 물어봤잖아 -규민,None,negative,갈등,"상대방에게 괜찮냐고 물어봤던 것에 대한 언급을 통해, 상대방의 감정 상태에 대한 불만이나 서운함을 표현하고 있다."
성해은,0.99,01:15:07 뭐가 그렇게 힘들었을까 -해은,None,negative,emotion_polarity,힘들었던 과거에 대한 언급을 통해 부정적인 감정을 드러냄.
정규민,0.99,"01:15:13 그냥 지금 내가 힘든걸, 똑같이 걸 느끼고 있을 것 같아가지고 -규민",성해은,negative,emotion_polarity,"자신이 힘든 것을 상대방도 똑같이 느끼고 있을 것 같다는 생각에 대한 발언으로, 부정적인 감정이 드러남."
성해은,0.99,01:15:16 걱정이 많이 됐나보다 -해은,None,negative,attention,상대방에 대한 걱정을 드러냄.
정규민,0.99,01:15:19 왜그래 ㅎㅎ -규민,None,positive,emotion_expression,상대방의 상태를 걱정하며 친근하게 질문하는 발언.
성해은,0.99,01:15:26 웃겨? -해은,None,negative,emotion_polarity,상대방의 반응에 대한 불쾌감을 드러냄.
정규민,0.99,01:15:32 왜 그래 -규민,None,neutral,question,상대방의 상태를 묻는 질문
성해은,0.99,"01:15:34 그렇잖아, 나랑 얘기하다 갔잖아 -해은",정규민,neutral,attention,"정규민이 자신과 이야기하다가 다른 곳으로 갔다는 사실을 언급하며, 그의 행동에 대한 관심을 드러냄."
정규민,0.99,01:15:38 원래 얘기하려고 기다리고 있었어 -규민,None,neutral,initiative,정규민이 상대방에게 원래 얘기하려고 기다리고 있었다고 말하며 대화를 시도함.
성해은,0.99,01:15:38 내가 울고 있는데 그걸 모른 척하고 나연이한테 가서 얘기를 하고 울고 있는 나보다 더 걱정이 되는 게 있나 너무 서운하고 그게 뭐인지도 궁금하고 그리고 그만큼 둘이 아까워졌구나 하는 마음에 아프기도 하고 -규민,정규민,negative,attention,정규민이 자신을 두고 다른 사람에게 가서 서운하고 아픔
정규민,0.99,01:15:38 난 내려갈게 -규민,None,neutral,일상,정규민이 하강을 알리는 발언.
정규민,0.99,01:16:13 (해은에게) 그렇게 보지마 들어갈게 들어간다?-규민,성해은,neutral,statement,정규민이 성해은에게 부담스러워하는 듯한 뉘앙스로 말함.
성해은,0.99,01:16:19 넌.. 나연이는 걱정되고 나는 걱정이 안돼? -해은,None,negative,불안,나연만 걱정하는 태도에 대한 서운함과 불안감을 드러냄.
정규민,0.99,01:16:19 걱정돼서 물어봤잖아 아까 와가지고 괜찮냐고 -규민,성해은,negative,attention,정규민이 성해은을 걱정하는 감정을 표현하며 '괜찮냐'고 물어본 상황을 언급함.
성해은,0.99,01:16:25 이거 (상처) 걱정되는거야? -해은,None,negative,attention,"상대방의 상처를 걱정하는 발언으로, 부정적인 감정을 내포하고 있다."
정규민,0.99,01:16:28 그거 걱정되서 물어봤겠어? 제가 해은이랑 더 가까워지고 그러면 신경 쓰지 않았던 감정들이 X에 대한 감정들이 확 올까봐 더 거리를 두고 있기는 한 거는 맞는 거 같아요. -규민,성해은,negative,attention,"해은과 가까워질 경우 X에 대한 감정이 올라올까 봐 거리를 두고 있다는 발언에서, X(전 연인)에 대한 언급과 불안감이 드러남."
정규민,0.99,"지수가 너무 마음이 많이 쓰여가지고 나연이도 그렇고, 그 친구(해은)의 감정까지 좀.. 받아들일 수 있는 여력이 안 됐어가지고 혼자 있으려고 하는데 계속 따라다니니까, 아, 좀 진짜 싫더라고요. -규민 씬 4 패널 대화",성해은,negative,emotion_polarity,정규민은 성해은이 계속 따라다니는 행동에 대해 싫다는 감정을 표현함.
성해은,0.99,음.. 지금까지는 다 X와의 시간을 가지는 게 전혀 없었잖아요. 그리고 이렇게 공식적으로 엑스와의 시간을 가질 수 있게 해주는 게 드디어 왔구나 싶어서 너무 기뻤고 나를 계속 보는 마음은 어떤지 다 궁금했어요. -해은,None,positive,attention,"X와의 시간을 가지게 되어 기쁘고, 상대방의 마음이 궁금하다고 언급하며 X에 대한 높은 관심을 드러냄."
성해은,0.99,01:22:23 편지도 서로 애기 애기 하면서 너무너무 알콩달콩하게 잘 지냈던 시절이 딱 눈에 보이니까 좀 안 믿기기도 하고 슬펐어요. -해은,None,negative,attention,과거 연애 시절의 행복했던 모습이 눈에 보여 슬픔을 느낌.
성해은,0.99,군대 때나 지금까지 싸웠었던 행복했던 편지나 다 간직하고 있었다는 게 저도 놀라워요. -해은 01:25:08 규민이는 항상 저한테 필요한 선물을 센스 있게 항상 줬었어 어떡해.. -해은 01:25:15 나 이거 진짜 가지고 싶었는데.. -해은,정규민,positive,attention,정규민과의 과거를 회상하며 행복했던 기억과 받았던 선물에 대한 놀라움과 고마움을 표현하고 있다.
성해은,0.99,"제가 비행 갔을 때 사준 옷들이 걸려있더라고요. -해은 01:26:20 안 버리고 가지고 있었구나. -해은 01:26:23 그래서 그거 아직 가지고 있는 게 고맙고, 그때 진짜 너무 좋았었는데 하면서 추억하게 되고, 혜은이가 뭘 하든 응원한다고 규민이가 늘 그냥 저한테는 그런 사람이었거든요. -해은 01:27:40 뒤에서 그림자처럼 뭐라든지 응원해주는 사람이었어서 그랬던 시절이 있었는데, 하고 좋기도 했고, 그랬던 규민이 와, 지금 모습이 너무나도 대비돼서 아봤죠? -해은 01:28:00 너무 지금이랑은 너무 다른 모습의 우리라서 너무 슬펐어요. -해은 01:28:51 규민이가 저한테 응원해줬던 거들 다 너무 벅차게 행복했는데 또 아픈것들도 있더라구요. -해은 01:29:25 너랑 똑같은 사람을 만나라는 말 아팠어요. -해은 01:29:31 너는 너랑 똑같은 사람 만나서 그런 연애하라고 제발 가라고 했었어서. 그 말이 다시 회상이 됐었어요. -해은 01:29:57 규민이 붙잡으려고 뭐라도 하려고 막 꽉 채워서 쓴 규민이 붙잡는 말들이었거든요. -해은 01:30:10 진짜.. 끝인 것 같아서 그 편지를 줄 필요가 없었어서 그 편지는 제가 가지고 있었던 것 같아요. -해은 01:30:22 너무 오래 만났다 보니까 초반 연애처럼 뜨겁지 않은데 더 차갑지도 않고 그냥 잔잔하게 따뜻하게 쭉 갔었던 것 같아요. 다들 20살, 21살 때 막 그렇게 놀고 하던 것을 규민이만 계속 만나다 보니까 이게 20살 중반 되다 보니까 이제 애들 다 놀고 나도 궁금한 거예요. -해은",정규민,mixed,relationship,"성해은은 과거 정규민과의 좋았던 추억을 회상하며 고마움을 느끼지만, 현재의 차가워진 모습에 슬픔을 느낀다. 과거 정규민이 자신을 응원해줬던 것에 벅찬 행복을 느꼈지만, 동시에 아픔도 느낀다. 특히 '너랑 똑같은 사람을 만나라는 말'에 아픔을 느끼며, 과거 정규민을 붙잡으려 했던 편지를 회상한다. 오랜 연애로 인해 뜨겁지 않지만 따뜻했던 관계를 회상하며, 다른 사람들은 놀 때 정규민만 만났던 과거를 떠올린다."
정규민,0.99,"이제 나이 들면서 자연스럽게 변하겠지만, 어렸을 때는 확실히 내 사람만 보는 사람이었다면 보이잖아요. 점점 나한테 소홀해지고 에너지가 떨어지고, 내가 그 좀 해은이한테 맞지 않겠다. 이런 생각이 계속 들었던 것 같아요. -규민",성해은,negative,갈등,"어렸을 때는 내 사람만 보는 사람이었지만, 점점 해은이에게 소홀해지고 에너지가 떨어져 맞지 않겠다는 생각이 들었다."
성해은,0.99,"스무 살 중반기쯤부터, 막 제가 좀 더 놀고 싶고 연락도 안 하고 친구들하고 술 마시러 나가고, 그렇게 신뢰를 깨트리는 행동을 많이 했었어요. 제가 친구들이랑 놀고 왔던 날이었거든요. 그거 다 규민이에게 걸리고 연락을 아예 안 하고, 그냥 저는 잠든 건데. 근데 그것도 규민이가, 너무 순수했던 우리 해은이가 놀러 나갔고, 이런 모습을 보다 보니까 -해은",정규민,negative,attention,"과거 본인이 정규민과의 신뢰를 깨트리는 행동을 많이 했음을 언급하며, 친구들과 놀고 연락을 받지 않은 날 정규민에게 걸렸던 상황을 회상."
정규민,0.99,"실망을 많이 하기도 했었고, 내가 생각했던 사람이랑 좀 다를 수도 있겠다. -규민 나는 되게 나만 좋아해주고 그런 환상을 가지고 있었던 거죠. 어떻게 보면 그런 환상이 처음으로 깨졌던 순간. -규민 01:31:49 오히려 그거를 알았다고 너무 내가 옭아맨 것 같아서 해은이를 오히려 그게 좀 미안하고 내 자신이 조금 원망스럽고, 그때 그때쯤에 너무 많이 싸우고 그러다 보니까 그냥 아, 야 안 되겠다 헤어지자 하고 헤어지고,",성해은,negative,relationship,"정규민은 과거 연애에서 자신이 가졌던 환상이 깨지고, 그로 인해 성해은을 옭아매고 싸우다가 헤어진 것에 대한 후회와 미안함을 표현하고 있다."
성해은,0.99,"진짜 내가 잘하고 규민이한테 다른 모습을 보여줘야겠다 마음 먹고 규민이한테 찾아가서 진짜 엉엉 울었죠. -해은 진짜 마스크가 다 젖을 정도로 진짜 진짜 너무 보고 싶고, 잘하겠다고 다시 한 번만 기회 달라고, 그게 마지막으로 붙잡았던 것 같아요 -해은 규민이는 어쨌든 절 사랑하는 마음이 있어서 저한테 붙잡혀줬었어요 그냥 저는 제가 할 수 있는 거는 규민이가 바쁘고 연락이 안 되고 나한테 소홀하더라도, 가만히 기다리고 응원해주는 모습을 보이는 것 뿐이었어요. 근데 그게 쌓이고 쌓이고 쌓여서 저도 너무 서러운 거예요,비참하고. 그때 규민이한테 제 서러움을 토해냈던 적이 있어요. -해은 그것도 또 자기 때문에 서운해서 우는 거니까, 규민이는 그것조차 되게 철없어 보이고, 보기 싫었대요. 그때 저도 그래서 느꼈어요. 이게 진짜 이 관계 끝났구나. 왜냐면 내가 얘 앞에서 우는데도 그 모습조차 보기 싫을 정도로 규민이가 나에 대한 진짜 마음이 떴구나 싶어서, 그때 딱 진짜 이별을 직감하고 헤어지게 됐어요. -해은",정규민,negative,attention,"성해은은 정규민에게 매달렸지만, 정규민은 그런 성해은의 모습조차 싫어했고, 성해은은 이별을 직감했다."
성해은,0.99,규민이가 쓴 엑스 소개서를 제가 처음 봤거든요. -해은 잘 읽다가 마지막 문단에 규민이가 '해은이가 좋은 사람 만나서 행복했으면 좋겠어요' 라고 쓴 게 갑자기 또 확 아프더라고요. -해은,정규민,negative,attention,규민이 쓴 엑스 소개서를 읽다가 '해은이가 좋은 사람 만나서 행복했으면 좋겠다'라는 문구를 보고 아픔을 느낌.
성해은,0.99,"자기 말고 다른 사람이랑 잘 되기를 원하는 것 같아서, 규민이의 속마음은 역시나 그건가 싶어서, -해은",정규민,negative,attention,정규민이 다른 사람과 잘 되기를 바라는 것 같다는 생각에 속상함을 느낌.
정규민,0.99,"웃는 모습 되게 뭐랄까요, 되게 강아지처럼 웃는 모습. 진짜로 그 사람이 행복해하고 웃는 게 느껴져서, 그게 되게 행복했어요. 뭔가 내가 되게 재밌는 사람이 된 거 같고. 같이 있을 때 너무 웃으니까, 해은이라는 사람 자체가 워낙 발랄하고, 같이 있으면 재밌고 신나고 또 놀리는 맛도 있고,",성해은,positive,attention,"성해은의 웃는 모습이 강아지 같고, 함께 있으면 즐겁고 신나며 놀리는 재미가 있다고 칭찬하며 긍정적인 감정을 표현함."
정규민,0.99,(이별 후 새로운 사람과 연애는 어떘나요?) 비교되는 부분은 많긴 했어요. 그래서 그냥 새로운 사람 만날때 -규민 내가 되게 힘들게 연애했었구나 라는 생각이 들긴 했어요. -규민,정규민,negative,attention,"새로운 사람과의 연애에서 이전 연애와 비교되는 부분 때문에 힘들었다고 언급하며, 과거 연애에 대한 어려움을 간접적으로 드러냄."
성해은,0.99,"다른 사람을 만나니까, 규민이만큼 사랑을 엄청 많이 해주는 거예요. -해은 나를 사랑해주는 사람은 또 있구나. 그래서 사람들이 다 다른 사람 계속 계속 만나는구나. -해은",정규민,positive,attention,다른 사람을 통해 정규민만큼 사랑을 주는 사람이 있다는 것을 깨달음.
정규민,0.99,"(X와 다시 만날 가능성은?) 진짜 잘 모르겠어서 반반일 것 같아요. -규민 지금은 다시 안 만나고 싶다 라는 생각이 많은데, 분명히 다시 만나면 흔들릴 것 같거든요. -규민 잘 모르겠어요. 헤어진 게, 제가 좀 차가웠다고 해야 되나? -규민 (해은이가) 절 되게 미워할 수도 있을 것 같고. -규민",성해은,negative,attention,"전 연인(X)에 대한 미련과 재회 가능성에 대한 불확실성을 드러내며, 성해은에 대한 미안함과 걱정을 표현함."
성해은,0.99,"차가웠던 규민이 밖에 생각이 안 나니까, 그 기억이 너무 커서. 새로운 사람을 선택할 것 같아요, 지금은. 서운은 하죠. 근데 내가 잘못한 걸 어떡해요. 다 제가 잘못한 게 맞으니까, 그걸 지금 생각해도 이해가 안 가는지 그래도 좀 이해해 줄 수 있는지.",정규민,negative,attention,"차가웠던 정규민의 모습이 계속 생각나고, 자신의 잘못 때문에 서운함을 느끼지만 이해하려고 노력하는 발언"
정규민,0.99,"이해가 되긴 해요. 시간이 지날수록 사실 이해가 되고, 오히려 내가 옭아맨 것 같아서, 해은이를 오히려 그게 좀 미안하고, 내 자신이 조금 원망스러웠고 그때. 운동하는 사람, 몸 좋고 편안한 옷차림, 추리닝 아니면 꾸몄을 때 단정한 셔츠, 본인이랑 좀 비슷한 사람 만나면 잘 맞을 것 같아요. -규민",성해은,negative,관계,시간이 지날수록 성해은을 옭아맨 것 같아 미안하고 원망스러웠다는 발언
정규민,0.99,"(X가 여기서 새로운 사람과 잘 된다면?) 아, 싫은 것 같은데, 아 큰일 났네, -규민",None,negative,attention,X가 새로운 사람과 잘 되는 것에 대한 부정적 감정 표현
성해은,0.99,"나 때문에 너무 힘들었으니까,(규민에게 연애를) 하지마, 하지마, 하지마, 감사합니다. -해은",정규민,negative,갈등,자신 때문에 힘들었을 규민에게 연애를 만류하며 감사 인사를 전하는 해은의 발언
성해은,0.99,"규민이가 저를 만나면 어떨 것 같냐라는 질문에 흔들릴 것 같다. 라고 했던 게 너무 의외였고 놀랐었어요. 저는 새로운 사람 만나고 싶다고 했었거든요. 규민이는 오히려 저를 만나니까, 마음이 정리가 된 건지, 둘의 말이 지금 상황과는 너무나도 상반되는 게 너무 모순적이더라고요. -해은 씬6 규민해은 마지막 대화",정규민,negative,attention,"성해은은 정규민과의 관계에 대한 모순적인 상황에 놀라움과 혼란스러움을 느꼈다고 언급하며, 정규민에 대한 감정적 초점을 드러냄."
정규민,0.99,ㅎㅎㅎ ㅋㅋㅋㅋㅋㅋ 왜 또.. 울어 집에서 맨날 울면서 -규민,None,negative,emotion_polarity,상대방이 우는 것에 대해 부정적인 감정을 드러냄.
정규민,0.99,저 혹시 휴..휴지 -규민,None,neutral,request,휴지를 요청하는 발언
성해은,0.99,01:40:39 오래 기다렸어? -해은,정규민,neutral,question,상대방이 자신을 얼마나 오래 기다렸는지 묻는 질문
정규민,0.99,"01:40:56 오래 안 기다렸어, 한. 십분 음료 주문할래? -규민 01:41:13 아이스 아메리카노 하나랑 라떼 따뜻한 거? 라떼 따뜻한 걸로 주세요. -규민",성해은,neutral,routine,"정규민이 성해은에게 음료를 주문할지 묻고, 아이스 아메리카노와 따뜻한 라떼를 주문한다."
성해은,0.99,보고 왔어 너도? -해은,None,neutral,attention,다른 출연자(너)에 대한 언급이 나타남.
정규민,0.99,어떤거? -규민,None,neutral,question,상대방에게 되묻는 질문
